"0","1468055852","Mon Apr 06 23:28:50 PDT 2009","NO_QUERY","Saphyre1969","@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you "
"0","1468056316","Mon Apr 06 23:28:58 PDT 2009","NO_QUERY","nurainiffah","I'm doing my homework. It's gosh darn hard!! "
"0","1468056420","Mon Apr 06 23:29:00 PDT 2009","NO_QUERY","francheza","definitely no vacation for me...   http://plurk.com/p/mzygb"
"0","1468060375","Mon Apr 06 23:30:10 PDT 2009","NO_QUERY","BrandesAsh","'study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am "
"0","1468060378","Mon Apr 06 23:30:10 PDT 2009","NO_QUERY","Buffaliscious","Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. "
"0","1468060722","Mon Apr 06 23:30:16 PDT 2009","NO_QUERY","bendoyle","@j_stricko I found it pretty frustrating. stupid monkeys "
"0","1468060774","Mon Apr 06 23:30:17 PDT 2009","NO_QUERY","Melamachinko","@lenesha but Im not feeling well, mommy... "
"0","1468060794","Mon Apr 06 23:30:18 PDT 2009","NO_QUERY","tedarrius","@lovebscott Nope, I'm Right Along Wit' You! "
"0","1468060798","Mon Apr 06 23:30:18 PDT 2009","NO_QUERY","berlingalvan","so a murder? gotcha.  Cant believe it"
"0","1468060828","Mon Apr 06 23:30:18 PDT 2009","NO_QUERY","kurosevic","@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. "
"0","1468060954","Mon Apr 06 23:30:20 PDT 2009","NO_QUERY","impathy","Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. "
"0","1468061127","Mon Apr 06 23:30:23 PDT 2009","NO_QUERY","gabysslave","@citizensheep "
"0","1468061448","Mon Apr 06 23:30:29 PDT 2009","NO_QUERY","Broskt","@thesage1014 I wish I could! Gotta work though "
"0","1468062021","Mon Apr 06 23:30:39 PDT 2009","NO_QUERY","annabannana","@SeaGhostdesigns what happened to you on Saturday? You didnt show up... "
"0","1468062288","Mon Apr 06 23:30:43 PDT 2009","NO_QUERY","PunkRockMom","@GirlsGoneChild "
"0","1468062309","Mon Apr 06 23:30:44 PDT 2009","NO_QUERY","mizzoutigress09","Can't fall asleep "
"0","1468062416","Mon Apr 06 23:30:46 PDT 2009","NO_QUERY","Askmewhats","I have mouth ulcer  so painful to talk and eat! "
"0","1468062543","Mon Apr 06 23:30:48 PDT 2009","NO_QUERY","JustJames_","@danphelan Urgh, it was just the video, and they cut the Robots part!!! "
"0","1468062629","Mon Apr 06 23:30:49 PDT 2009","NO_QUERY","Christieeee","my dog can't move anymore. praying that he will be okay "
"0","1468062724","Mon Apr 06 23:30:51 PDT 2009","NO_QUERY","k_eak","@Kal_Penn you were pretty much my fave...not much reason to watch now "
"0","1468062743","Mon Apr 06 23:30:51 PDT 2009","NO_QUERY","RooookieP","@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!"
"0","1468063101","Mon Apr 06 23:30:57 PDT 2009","NO_QUERY","kristenn_lynn","@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!"
"0","1468063318","Mon Apr 06 23:31:01 PDT 2009","NO_QUERY","ellaireyantis","@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! "
"0","1468063402","Mon Apr 06 23:31:02 PDT 2009","NO_QUERY","bsideblog","New Post!  http://tinyurl.com/cexkqy"
"0","1468063614","Mon Apr 06 23:31:06 PDT 2009","NO_QUERY","Sallyroberts","@graemearcher I am sad about Innocent selling out too! "
"0","1468063768","Mon Apr 06 23:31:09 PDT 2009","NO_QUERY","TRON_Lord","dang won't be able to get to any workshops run by web directions "
"0","1468063973","Mon Apr 06 23:31:15 PDT 2009","NO_QUERY","HilaryBays","@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize "
"0","1468064305","Mon Apr 06 23:31:17 PDT 2009","NO_QUERY","BIGBANGkrystal","Jap girls ? They're leaving! "
"0","1468064339","Mon Apr 06 23:31:18 PDT 2009","NO_QUERY","Jenoah1908","my poor little girl has a baaaad rash on her bum and isnt feeling good "
"0","1468064699","Mon Apr 06 23:31:25 PDT 2009","NO_QUERY","mars__","@nicolerichie yes! we had the VHS. i cried when the old man died "
